FileName,respLevel,Majority Vote,SpkrID,Gender,EmoInt
1047_IEO_ANG_HI.wav,81.3,angry,1047,Female,Hi
1050_TSI_ANG_XX.wav,81.9,angry,1050,Male,Hi
1004_ITH_ANG_XX.wav,83.4,angry,1004,Female,Hi
1089_TIE_ANG_XX.wav,86.0,angry,1089,Female,Hi
1013_IEO_ANG_HI.wav,85.09,angry,1013,Female,Hi
1013_TIE_ANG_XX.wav,84.5,angry,1013,Female,Hi
1009_IEO_ANG_HI.wav,80.09,angry,1009,Female,Hi
1059_IEO_ANG_HI.wav,80.0,angry,1059,Male,Hi
1047_TIE_HAP_XX.wav,83.0,angry,1047,Female,Hi
1063_IWL_HAP_XX.wav,34.2,happy,1063,Female,Low
1033_WSI_HAP_XX.wav,44.8,angry,1033,Male,Low
1033_TIE_SAD_XX.wav,44.33,sad,1033,Male,Low
1075_IWW_ANG_XX.wav,40.5,angry,1075,Female,Low
1006_IEO_SAD_MD.wav,42.09,sad,1006,Female,Low
1017_IEO_HAP_HI.wav,37.0,happy,1017,Male,Low
1027_ITS_ANG_XX.wav,39.0,angry,1027,Male,Low
1037_TIE_HAP_XX.wav,43.3,happy,1037,Female,Low
1026_IWL_SAD_XX.wav,41.6,angry,1026,Male,Low
1004_DFA_NEU_XX.wav,26.7,angry,1004,Female,Low
1045_IWW_HAP_XX.wav,29.4,happy,1045,Male,Low
