FileName,respLevel,Majority Vote,SpkrID,Gender,EmoInt
1050_WSI_ANG_XX.wav,83.7,angry,1050,Male,Hi
1064_IWW_ANG_XX.wav,85.0,angry,1064,Male,Hi
1004_ITH_ANG_XX.wav,83.4,angry,1004,Female,Hi
1042_IEO_ANG_HI.wav,83.1,angry,1042,Male,Hi
1044_IEO_ANG_HI.wav,91.9,angry,1044,Male,Hi
1013_IEO_ANG_HI.wav,85.09,angry,1013,Female,Hi
1009_IEO_ANG_HI.wav,80.09,angry,1009,Female,Hi
1085_WSI_ANG_XX.wav,84.1,angry,1085,Male,Hi
1037_TIE_ANG_XX.wav,81.1,angry,1037,Female,Hi
1059_IEO_ANG_HI.wav,80.0,angry,1059,Male,Hi
1047_TIE_HAP_XX.wav,83.0,angry,1047,Female,Hi
1063_IWL_HAP_XX.wav,34.2,happy,1063,Female,Low
1060_MTI_FEA_XX.wav,41.7,sad,1060,Female,Low
1033_WSI_HAP_XX.wav,44.8,angry,1033,Male,Low
1033_TIE_SAD_XX.wav,44.33,sad,1033,Male,Low
1075_IWW_ANG_XX.wav,40.5,angry,1075,Female,Low
1060_IOM_FEA_XX.wav,43.4,sad,1060,Female,Low
1017_IEO_HAP_HI.wav,37.0,happy,1017,Male,Low
1087_TIE_ANG_XX.wav,44.33,angry,1087,Male,Low
1045_IWW_HAP_XX.wav,29.4,happy,1045,Male,Low
