FileName,Emotion,Transcriptions,Duration,Speed,cohen_kappa
MSP-PODCAST_0272_0204.wav,Angry,i am still having a hard time believing you what i am willing to accept right now .,5.0188125,3.586505772,0.472222222
MSP-PODCAST_0232_0233.wav,Angry,right it drops to 40% it drops less than 50 50 as soon as you get out of their field so no i do not want them to have guns because .,8.9300625,3.583401572,0.461538462
MSP-PODCAST_0866_0072_0015.wav,Angry,you are not going to be able to boast about how good you are at killing people,2.9300625,5.80192402,0.458333333
MSP-PODCAST_1665_0003_0013.wav,Angry,we have at the comedy sketch group casual violence doing .,4.5900625,2.396481529,0.458333333
MSP-PODCAST_0172_0003.wav,Happy,pretty good getting pumped man for the best saturday in all saturdays,4.1939375,2.861272968,0.473684211
MSP-PODCAST_1586_0056.wav,Happy,is better than me what and i am going ham i am like you know what you want to go deal with that have him pay your phone bill to help you out with your car note and your rent and stuff like that you know what i am saying i aint .,10.0000625,5.299966875,0.473684211
MSP-PODCAST_0227_0482.wav,Happy,those chickens i will stop i promise i may have been hypnotized myself by telly savalas which is,9.715,1.852804941,0.472222222
MSP-PODCAST_0340_0108.wav,Happy,he might now he likes the show,2.9900625,2.341088188,0.472222222
MSP-PODCAST_0540_0181.wav,Happy,well i got to say woody had the idea and it is just like well why not we got some soul and that is not bad pretty fly for a white guy as they say,10.4900625,3.336491084,0.472222222
MSP-PODCAST_1566_0042.wav,Happy,i can not believe the 2 of you,3.6000625,2.222183643,0.472222222
MSP-PODCAST_0611_0321.wav,Neutral,to be here to relay the truth to you your job is to take it and to spread it to the world,8.57,2.567094516,0.458333333
MSP-PODCAST_1694_0094_0001.wav,Neutral,and the dave line is brought to you by frank is pizza serving north winnipeg and selkirk for over 40 years,5.93,3.541315346,0.458333333
MSP-PODCAST_0135_0047.wav,Sad,but i guess i really did not know the extent of what he was going through,5.7621875,2.77672325,0.461538462
MSP-PODCAST_1666_0027_0002.wav,Sad,i went to see a doctor and they quite quickly said i had quite a bad case of clinical depression as they prescribed me 12 months worth of antidepressants and referred me to a therapist,10.3900625,3.368603413,0.454545455
MSP-PODCAST_0865_0458.wav,Sad,i should have done everything that you did i belong with you you were absolutely right were the sa,8.6000625,2.20928627,0.45
MSP-PODCAST_1665_0003_0010.wav,Sad,we have got some really great guest hosts if you hate me you will love them,3.8300625,4.177477522,0.45
MSP-PODCAST_1676_0024_0059.wav,Sad, it is as prone to failure and disappointment is changing of that body which in case you do not remember from 2 minutes ago is very prone to failure and disappointment indeed,8.0200625,4.114681151,0.45
MSP-PODCAST_1656_0064_0069.wav,Surprised,love you the next day you catch yourself on a bread knife it is ow that really hurts so you think maybe self harm is not for me am i right,5.7000625,5.438536858,0.444444444
MSP-PODCAST_1216_0226_0003.wav,Surprised,it got even more bizarre because for some reason,6.2800625,1.433106757,0.416666667
MSP-PODCAST_1658_0007_0001.wav,Surprised,so i have had one of these really weird edinburgh days when you are suddenly like what the hell am i,4.71,4.458598726,0.416666667
