FileName,Emotion,Transcriptions,Duration,Speed,cohen_kappa
MSP-PODCAST_0611_0160.wav,Angry,are you going to wait for him to move some pieces around this is what i keep waiting for i am waiting to see what he does because right now he signed a bunch of executive orders which i do not like i do not like legislation,10.56,4.450757576,0.464285714
MSP-PODCAST_0866_0072_0015.wav,Angry,you are not going to be able to boast about how good you are at killing people,2.9300625,5.80192402,0.458333333
MSP-PODCAST_1665_0003_0018.wav,Angry,now this show is part of the pbh free fringe which means it is free to come into the room,4.9800625,4.016013855,0.458333333
MSP-PODCAST_0084_0943.wav,Happy,pat jeff rubin you are up 1st,5.7700625,1.213158436,0.473684211
MSP-PODCAST_1586_0056.wav,Happy,is better than me what and i am going ham i am like you know what you want to go deal with that have him pay your phone bill to help you out with your car note and your rent and stuff like that you know what i am saying i aint .,10.0000625,5.299966875,0.473684211
MSP-PODCAST_0359_0364.wav,Happy,the future june 13th 3 to 6 0 pm,4.4400625,2.026998494,0.472222222
MSP-PODCAST_0540_0181.wav,Happy,well i got to say woody had the idea and it is just like well why not we got some soul and that is not bad pretty fly for a white guy as they say,10.4900625,3.336491084,0.472222222
MSP-PODCAST_0147_0089.wav,Neutral,but i mean man so that kind of it depends on the content there there is content out there that makes perfect sense to have it on the internet and for it to work,7.8801875,4.314618148,0.470588235
MSP-PODCAST_0257_0202.wav,Neutral,in a new media class this project came up and while it was being discussed the class broke into 2 camps,8.8494375,2.373032184,0.466666667
MSP-PODCAST_0282_0381.wav,Neutral,i think the exact opposite is true in your case,3.6518125,2.738366222,0.461538462
MSP-PODCAST_0611_0321.wav,Neutral,to be here to relay the truth to you your job is to take it and to spread it to the world,8.57,2.567094516,0.458333333
MSP-PODCAST_1668_0005_0002.wav,Neutral, and i am your host now what we do at standup tragedy is we stand up and we do tragedy,5.58,3.76344086,0.458333333
MSP-PODCAST_1685_0094_0002.wav,Sad,one week later 290 is the number of votes that wins donald trump the election,5.8100625,2.581727821,0.458333333
MSP-PODCAST_1666_0027_0002.wav,Sad,i went to see a doctor and they quite quickly said i had quite a bad case of clinical depression as they prescribed me 12 months worth of antidepressants and referred me to a therapist,10.3900625,3.368603413,0.454545455
MSP-PODCAST_0865_0458.wav,Sad,i should have done everything that you did i belong with you you were absolutely right were the sa,8.6000625,2.20928627,0.45
MSP-PODCAST_1665_0003_0010.wav,Sad,we have got some really great guest hosts if you hate me you will love them,3.8300625,4.177477522,0.45
MSP-PODCAST_1681_0007_0009.wav,Sad,i am sorry she is leaving before the words have even left her mouth,4.1900625,3.341238943,0.45
MSP-PODCAST_1656_0064_0069.wav,Surprised,love you the next day you catch yourself on a bread knife it is ow that really hurts so you think maybe self harm is not for me am i right,5.7000625,5.438536858,0.444444444
MSP-PODCAST_1665_0186.wav,Surprised,doctor she says doctor doctor i think i am pregnant and the doctor says i hope you do not have any complications as the statewide,5.8700625,4.258898436,0.444444444
MSP-PODCAST_2324_0483.wav,Surprised,and i remember it was so strong and i was like woo,4.48,2.678571429,0.416666667
