FileName,respLevel,Majority Vote,SpkrID,Gender,EmoInt
1010_IEO_ANG_HI.wav,86.45,angry,1010,Female,Hi
1068_IEO_ANG_HI.wav,86.33,angry,1068,Male,Hi
1031_IEO_ANG_HI.wav,88.33,angry,1031,Male,Hi
1091_IEO_ANG_HI.wav,84.45,angry,1091,Female,Hi
1064_TSI_HAP_XX.wav,81.67,happy,1064,Male,Hi
1008_TSI_ANG_XX.wav,81.3,angry,1008,Female,Hi
1025_IEO_ANG_MD.wav,80.4,angry,1025,Female,Hi
1058_IEO_SAD_HI.wav,91.22,sad,1058,Female,Hi
1027_MTI_ANG_XX.wav,81.0,angry,1027,Male,Hi
1028_IOM_HAP_XX.wav,40.44,happy,1028,Female,Low
1010_TIE_ANG_XX.wav,38.8,angry,1010,Female,Low
1007_DFA_ANG_XX.wav,34.5,angry,1007,Female,Low
1007_WSI_NEU_XX.wav,38.5,angry,1007,Female,Low
1034_IEO_DIS_MD.wav,41.2,angry,1034,Male,Low
1017_WSI_DIS_XX.wav,31.11,angry,1017,Male,Low
1056_IOM_ANG_XX.wav,40.0,angry,1056,Female,Low
1063_IWL_FEA_XX.wav,45.0,sad,1063,Female,Low
1011_MTI_FEA_XX.wav,37.56,sad,1011,Male,Low
1089_IWL_DIS_XX.wav,40.8,happy,1089,Female,Low
1038_IWL_ANG_XX.wav,36.33,angry,1038,Male,Low
