FileName,respLevel,Majority Vote,SpkrID,Gender,EmoInt
1019_IEO_ANG_HI.wav,80.5,angry,1019,Male,Hi
1036_WSI_ANG_XX.wav,83.8,angry,1036,Male,Hi
1050_MTI_ANG_XX.wav,85.4,angry,1050,Male,Hi
1029_TAI_ANG_XX.wav,80.5,angry,1029,Female,Hi
1091_IEO_ANG_HI.wav,84.45,angry,1091,Female,Hi
1008_TSI_ANG_XX.wav,81.3,angry,1008,Female,Hi
1008_TIE_SAD_XX.wav,80.0,sad,1008,Female,Hi
1027_MTI_ANG_XX.wav,81.0,angry,1027,Male,Hi
1059_ITH_ANG_XX.wav,86.4,angry,1059,Male,Hi
1028_IOM_HAP_XX.wav,40.44,happy,1028,Female,Low
1006_DFA_SAD_XX.wav,43.9,sad,1006,Female,Low
1010_TIE_ANG_XX.wav,38.8,angry,1010,Female,Low
1007_DFA_ANG_XX.wav,34.5,angry,1007,Female,Low
1007_WSI_NEU_XX.wav,38.5,angry,1007,Female,Low
1034_IEO_DIS_MD.wav,41.2,angry,1034,Male,Low
1017_WSI_DIS_XX.wav,31.11,angry,1017,Male,Low
1063_IWL_FEA_XX.wav,45.0,sad,1063,Female,Low
1015_IWW_HAP_XX.wav,44.0,happy,1015,Male,Low
1054_TIE_HAP_XX.wav,39.64,happy,1054,Female,Low
1038_IWL_ANG_XX.wav,36.33,angry,1038,Male,Low
