audio_url,emotion_label
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/surprised/amazed.wav,surprised
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/surprised/amazed.wav,surprised
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/surprised/amazed.wav,surprised
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/surprised/amazed.wav,surprised
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/surprised/amazed.wav,surprised
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/angry/angry.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/angry/angry.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/angry/angry.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/angry/angry.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/angry/angry.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/happy/content.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/happy/content.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/happy/content.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/happy/content.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/happy/content.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/sad/disappointed.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/sad/disappointed.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/sad/disappointed.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/sad/disappointed.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/sad/disappointed.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/happy/ecstatic.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/happy/ecstatic.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task2_Emotion_Intensity/audios/1059_IEO_ANG_HI.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/happy/ecstatic.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/happy/ecstatic.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/happy/ecstatic.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/angry/frustrated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/angry/frustrated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/angry/frustrated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/angry/frustrated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/angry/frustrated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/sad/gloomy.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/sad/gloomy.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/sad/gloomy.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/sad/gloomy.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/sad/gloomy.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/happy/happy.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/happy/happy.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/happy/happy.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Customer/Emotion/happy/happy.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Customer/Emotion/happy/happy.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Customer/Emotion/sad/heartbroken.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Customer/Emotion/sad/heartbroken.wav,sad
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Customer/Emotion/sad/heartbroken.wav,sad
