audio_url,emotion_label
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Normal/Emotion/angry/irritated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Normal/Emotion/angry/irritated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Normal/Emotion/angry/irritated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Normal/Emotion/angry/irritated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Normal/Emotion/angry/irritated.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Normal/Emotion/angry/outraged.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Normal/Emotion/angry/outraged.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample1/Template1/Condition/Normal/Emotion/angry/outraged.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample1/Template1/Condition/Normal/Emotion/angry/outraged.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample1/Template1/Condition/Normal/Emotion/angry/outraged.wav,angry
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample1/Template1/Condition/Normal/Emotion/happy/overjoyed.wav,happy
https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample1/Template1/Condition/Normal/Emotion/happy/overjoyed.wav,happy
